IN_1_DS_down,IN_1_DS_up,IN_2_DS_down,IN_2_DS_up,IN_DS_down,IN_DS_up,IPC_DS_down,IPC_DS_up,MGE_DS_down,MGE_DS_up,nEN_1_DS_down,nEN_1_DS_up,nEN_DS_down,nEN_DS_up,nIN_1_DS_down,nIN_1_DS_up,nIN_DS_down,nIN_DS_up,RG_DS_down,RG_DS_up,IN_1_DS_down_TFs,IN_1_DS_up_TFs,IN_2_DS_down_TFs,IN_2_DS_up_TFs,IN_DS_down_TFs,IN_DS_up_TFs,IPC_DS_down_TFs,IPC_DS_up_TFs,MGE_DS_down_TFs,MGE_DS_up_TFs,nEN_1_DS_down_TFs,nEN_1_DS_up_TFs,nEN_DS_down_TFs,nEN_DS_up_TFs,nIN_1_DS_down_TFs,nIN_1_DS_up_TFs,nIN_DS_down_TFs,nIN_DS_up_TFs,RG_DS_down_TFs,RG_DS_up_TFs,IN_1_DS_down_HSA21,IN_1_DS_up_HSA21,IN_2_DS_down_HSA21,IN_2_DS_up_HSA21,IN_DS_down_HSA21,IN_DS_up_HSA21,IPC_DS_down_HSA21,IPC_DS_up_HSA21,MGE_DS_down_HSA21,MGE_DS_up_HSA21,nEN_1_DS_down_HSA21,nEN_1_DS_up_HSA21,nEN_DS_down_HSA21,nEN_DS_up_HSA21,nIN_1_DS_down_HSA21,nIN_1_DS_up_HSA21,nIN_DS_down_HSA21,nIN_DS_up_HSA21,RG_DS_down_HSA21,RG_DS_up_HSA21
SRSF10,SRSF10,RER1,RER1,FAAP20,FAAP20,FAAP20,FAAP20,RER1,RER1,FAAP20,FAAP20,FAAP20,FAAP20,SRSF10,SRSF10,FAAP20,FAAP20,PEX10,PEX10,BCL11A,BCL11A,JUN,JUN,MYSM1,MYSM1,MYSM1,MYSM1,JUN,JUN,MYSM1,MYSM1,MYSM1,MYSM1,BCL11A,BCL11A,MYSM1,MYSM1,FUBP1,FUBP1,,,IFNAR2,IFNAR2,PAXBP1,PAXBP1,PAXBP1,PAXBP1,C21orf62,C21orf62,PAXBP1,PAXBP1,PAXBP1,PAXBP1,,,PAXBP1,PAXBP1,TMEM50B,TMEM50B
SRRM1,SRRM1,PEX10,PEX10,SKI,SKI,SKI,SKI,PEX10,PEX10,SKI,SKI,SKI,SKI,SRRM1,SRRM1,SKI,SKI,PANK4,PANK4,MEIS1,MEIS1,NFIA,NFIA,JUN,JUN,JUN,JUN,NFIA,NFIA,JUN,JUN,JUN,JUN,MEIS1,MEIS1,JUN,JUN,ZNF326,ZNF326,,,IL10RB,IL10RB,C21orf62,C21orf62,C21orf62,C21orf62,IFNAR2,IFNAR2,C21orf62,C21orf62,C21orf62,C21orf62,,,C21orf62,C21orf62,GART,GART
CLIC4,CLIC4,PANK4,PANK4,MORN1,MORN1,MORN1,MORN1,PANK4,PANK4,MORN1,MORN1,MORN1,MORN1,CLIC4,CLIC4,MORN1,MORN1,HES5,HES5,PCBP1,PCBP1,MIER1,MIER1,NFIA,NFIA,NFIA,NFIA,MIER1,MIER1,NFIA,NFIA,NFIA,NFIA,PCBP1,PCBP1,NFIA,NFIA,BARHL2,BARHL2,,,IFNAR1,IFNAR1,IFNAR2,IFNAR2,IFNAR2,IFNAR2,IL10RB,IL10RB,IFNAR2,IFNAR2,IFNAR2,IFNAR2,,,IFNAR2,IFNAR2,SON,SON
SYF2,SYF2,HES5,HES5,RER1,RER1,RER1,RER1,HES5,HES5,RER1,RER1,RER1,RER1,SYF2,SYF2,RER1,RER1,AL139246.5,AL139246.5,TET3,TET3,FUBP1,FUBP1,MIER1,MIER1,MIER1,MIER1,FUBP1,FUBP1,MIER1,MIER1,MIER1,MIER1,TET3,TET3,MIER1,MIER1,ZNF644,ZNF644,,,IFNGR2,IFNGR2,IL10RB,IL10RB,IL10RB,IL10RB,IFNAR1,IFNAR1,IL10RB,IL10RB,IL10RB,IL10RB,,,IL10RB,IL10RB,DONSON,DONSON
TMEM50A,TMEM50A,AL139246.5,AL139246.5,PEX10,PEX10,PEX10,PEX10,AL139246.5,AL139246.5,PEX10,PEX10,PEX10,PEX10,TMEM50A,TMEM50A,PEX10,PEX10,PRXL2B,PRXL2B,KCMF1,KCMF1,ZNF326,ZNF326,FUBP1,FUBP1,FUBP1,FUBP1,ZNF326,ZNF326,FUBP1,FUBP1,FUBP1,FUBP1,KCMF1,KCMF1,FUBP1,FUBP1,MTF2,MTF2,,,TMEM50B,TMEM50B,IFNAR1,IFNAR1,IFNAR1,IFNAR1,IFNGR2,IFNGR2,IFNAR1,IFNAR1,IFNAR1,IFNAR1,,,IFNAR1,IFNAR1,CRYZL1,CRYZL1
MACO1,MACO1,PRXL2B,PRXL2B,PANK4,PANK4,PANK4,PANK4,PRXL2B,PRXL2B,PANK4,PANK4,PANK4,PANK4,MACO1,MACO1,PANK4,PANK4,PRDM16,PRDM16,AFF3,AFF3,BARHL2,BARHL2,ZNF326,ZNF326,ZNF326,ZNF326,BARHL2,BARHL2,ZNF326,ZNF326,ZNF326,ZNF326,AFF3,AFF3,ZNF326,ZNF326,DR1,DR1,,,GART,GART,IFNGR2,IFNGR2,IFNGR2,IFNGR2,TMEM50B,TMEM50B,IFNGR2,IFNGR2,IFNGR2,IFNGR2,,,IFNGR2,IFNGR2,ITSN1,ITSN1
STMN1,STMN1,PRDM16-DT,PRDM16-DT,HES5,HES5,HES5,HES5,PRDM16-DT,PRDM16-DT,HES5,HES5,HES5,HES5,STMN1,STMN1,HES5,HES5,TPRG1L,TPRG1L,POU3F3,POU3F3,ZNF644,ZNF644,BARHL2,BARHL2,BARHL2,BARHL2,ZNF644,ZNF644,BARHL2,BARHL2,BARHL2,BARHL2,POU3F3,POU3F3,BARHL2,BARHL2,PHTF1,PHTF1,,,SON,SON,TMEM50B,TMEM50B,TMEM50B,TMEM50B,GART,GART,TMEM50B,TMEM50B,TMEM50B,TMEM50B,,,TMEM50B,TMEM50B,ATP5PO,ATP5PO
SH3BGRL3,SH3BGRL3,PRDM16,PRDM16,AL139246.5,AL139246.5,AL139246.5,AL139246.5,PRDM16,PRDM16,AL139246.5,AL139246.5,AL139246.5,AL139246.5,SH3BGRL3,SH3BGRL3,AL139246.5,AL139246.5,WRAP73,WRAP73,ZEB2,ZEB2,MTF2,MTF2,ZNF644,ZNF644,ZNF644,ZNF644,MTF2,MTF2,ZNF644,ZNF644,ZNF644,ZNF644,ZEB2,ZEB2,ZNF644,ZNF644,NHLH2,NHLH2,,,DONSON,DONSON,GART,GART,GART,GART,SON,SON,GART,GART,GART,GART,,,GART,GART,MRPS6,MRPS6
HMGN2,HMGN2,TPRG1L,TPRG1L,PRXL2B,PRXL2B,PRXL2B,PRXL2B,MEGF6,MEGF6,PRXL2B,PRXL2B,PRXL2B,PRXL2B,HMGN2,HMGN2,PRXL2B,PRXL2B,LRRC47,LRRC47,MBD5,MBD5,DR1,DR1,MTF2,MTF2,MTF2,MTF2,DR1,DR1,MTF2,MTF2,MTF2,MTF2,MBD5,MBD5,MTF2,MTF2,TTF2,TTF2,,,CRYZL1,CRYZL1,SON,SON,SON,SON,DONSON,DONSON,SON,SON,SON,SON,,,SON,SON,SLC5A3,SLC5A3
ARID1A,ARID1A,WRAP73,WRAP73,PRDM16-DT,PRDM16-DT,PRDM16-DT,PRDM16-DT,TPRG1L,TPRG1L,PRDM16-DT,PRDM16-DT,PRDM16-DT,PRDM16-DT,ARID1A,ARID1A,PRDM16-DT,PRDM16-DT,CEP104,CEP104,CSRNP3,CSRNP3,PHTF1,PHTF1,DR1,DR1,DR1,DR1,PHTF1,PHTF1,DR1,DR1,DR1,DR1,CSRNP3,CSRNP3,DR1,DR1,ZNF697,ZNF697,,,ITSN1,ITSN1,DONSON,DONSON,DONSON,DONSON,CRYZL1,CRYZL1,DONSON,DONSON,DONSON,DONSON,,,DONSON,DONSON,RCAN1,RCAN1
NUDC,NUDC,LRRC47,LRRC47,PRDM16,PRDM16,PRDM16,PRDM16,WRAP73,WRAP73,PRDM16,PRDM16,PRDM16,PRDM16,NUDC,NUDC,PRDM16,PRDM16,DFFB,DFFB,CERS6,CERS6,NHLH2,NHLH2,PHTF1,PHTF1,PHTF1,PHTF1,NHLH2,NHLH2,PHTF1,PHTF1,PHTF1,PHTF1,CERS6,CERS6,PHTF1,PHTF1,BOLA1,BOLA1,,,ATP5PO,ATP5PO,CRYZL1,CRYZL1,CRYZL1,CRYZL1,ITSN1,ITSN1,CRYZL1,CRYZL1,CRYZL1,CRYZL1,,,CRYZL1,CRYZL1,RUNX1,RUNX1
STX12,STX12,CEP104,CEP104,MEGF6,MEGF6,MEGF6,MEGF6,LRRC47,LRRC47,MEGF6,MEGF6,MEGF6,MEGF6,STX12,STX12,MEGF6,MEGF6,C1orf174,C1orf174,DLX1,DLX1,TTF2,TTF2,NHLH2,NHLH2,NHLH2,NHLH2,TTF2,TTF2,NHLH2,NHLH2,NHLH2,NHLH2,DLX1,DLX1,NHLH2,NHLH2,ARNT,ARNT,,,MRPS6,MRPS6,ITSN1,ITSN1,ITSN1,ITSN1,ATP5PO,ATP5PO,ITSN1,ITSN1,ITSN1,ITSN1,,,ITSN1,ITSN1,SETD4,SETD4
EYA3,EYA3,DFFB,DFFB,TPRG1L,TPRG1L,TPRG1L,TPRG1L,CEP104,CEP104,TPRG1L,TPRG1L,TPRG1L,TPRG1L,EYA3,EYA3,TPRG1L,TPRG1L,AJAP1,AJAP1,DLX2,DLX2,ZNF697,ZNF697,TTF2,TTF2,TTF2,TTF2,ZNF697,ZNF697,TTF2,TTF2,TTF2,TTF2,DLX2,DLX2,TTF2,TTF2,MLLT11,MLLT11,,,SLC5A3,SLC5A3,ATP5PO,ATP5PO,ATP5PO,ATP5PO,MRPS6,MRPS6,ATP5PO,ATP5PO,ATP5PO,ATP5PO,,,ATP5PO,ATP5PO,CBR1,CBR1
DNAJC8,DNAJC8,C1orf174,C1orf174,WRAP73,WRAP73,WRAP73,WRAP73,DFFB,DFFB,WRAP73,WRAP73,WRAP73,WRAP73,DNAJC8,DNAJC8,WRAP73,WRAP73,NPHP4,NPHP4,SP3,SP3,BOLA1,BOLA1,ZNF697,ZNF697,ZNF697,ZNF697,BOLA1,BOLA1,ZNF697,ZNF697,ZNF697,ZNF697,SP3,SP3,ZNF697,ZNF697,GABPB2,GABPB2,,,RCAN1,RCAN1,MRPS6,MRPS6,MRPS6,MRPS6,SLC5A3,SLC5A3,MRPS6,MRPS6,MRPS6,MRPS6,,,MRPS6,MRPS6,DOP1B,DOP1B
ATP5IF1,ATP5IF1,AJAP1,AJAP1,TP73,TP73,TP73,TP73,C1orf174,C1orf174,TP73,TP73,TP73,TP73,ATP5IF1,ATP5IF1,TP73,TP73,KCNAB2,KCNAB2,ATF2,ATF2,ARNT,ARNT,BOLA1,BOLA1,BOLA1,BOLA1,ARNT,ARNT,BOLA1,BOLA1,BOLA1,BOLA1,ATF2,ATF2,BOLA1,BOLA1,POGZ,POGZ,,,RUNX1,RUNX1,SLC5A3,SLC5A3,SLC5A3,SLC5A3,RCAN1,RCAN1,SLC5A3,SLC5A3,SLC5A3,SLC5A3,,,SLC5A3,SLC5A3,MORC3,MORC3
PHACTR4,PHACTR4,NPHP4,NPHP4,LRRC47,LRRC47,LRRC47,LRRC47,AJAP1,AJAP1,LRRC47,LRRC47,LRRC47,LRRC47,PHACTR4,PHACTR4,LRRC47,LRRC47,CHD5,CHD5,ZNF804A,ZNF804A,MLLT11,MLLT11,ARNT,ARNT,ARNT,ARNT,MLLT11,MLLT11,ARNT,ARNT,ARNT,ARNT,ZNF804A,ZNF804A,ARNT,ARNT,GATAD2B,GATAD2B,,,SETD4,SETD4,RCAN1,RCAN1,RCAN1,RCAN1,RUNX1,RUNX1,RCAN1,RCAN1,RCAN1,RCAN1,,,RCAN1,RCAN1,CHAF1B,CHAF1B
YTHDF2,YTHDF2,KCNAB2,KCNAB2,CEP104,CEP104,CEP104,CEP104,NPHP4,NPHP4,CEP104,CEP104,CEP104,CEP104,YTHDF2,YTHDF2,CEP104,CEP104,RPL22,RPL22,ZC3H15,ZC3H15,GABPB2,GABPB2,MLLT11,MLLT11,MLLT11,MLLT11,GABPB2,GABPB2,MLLT11,MLLT11,MLLT11,MLLT11,ZC3H15,ZC3H15,MLLT11,MLLT11,ASH1L,ASH1L,,,CBR1,CBR1,RUNX1,RUNX1,RUNX1,RUNX1,SETD4,SETD4,RUNX1,RUNX1,RUNX1,RUNX1,,,RUNX1,RUNX1,HLCS,HLCS
EPB41,EPB41,CHD5,CHD5,DFFB,DFFB,DFFB,DFFB,KCNAB2,KCNAB2,DFFB,DFFB,DFFB,DFFB,EPB41,EPB41,DFFB,DFFB,ICMT,ICMT,KLF7,KLF7,POGZ,POGZ,GABPB2,GABPB2,GABPB2,GABPB2,POGZ,POGZ,GABPB2,GABPB2,GABPB2,GABPB2,KLF7,KLF7,GABPB2,GABPB2,GON4L,GON4L,,,DOP1B,DOP1B,SETD4,SETD4,SETD4,SETD4,CBR1,CBR1,SETD4,SETD4,SETD4,SETD4,,,SETD4,SETD4,PIGP,PIGP
SRSF4,SRSF4,RPL22,RPL22,C1orf174,C1orf174,C1orf174,C1orf174,CHD5,CHD5,C1orf174,C1orf174,C1orf174,C1orf174,SRSF4,SRSF4,C1orf174,C1orf174,GPR153,GPR153,CREB1,CREB1,GATAD2B,GATAD2B,POGZ,POGZ,POGZ,POGZ,GATAD2B,GATAD2B,POGZ,POGZ,POGZ,POGZ,CREB1,CREB1,POGZ,POGZ,MEF2D,MEF2D,,,MORC3,MORC3,CBR1,CBR1,CBR1,CBR1,DOP1B,DOP1B,CBR1,CBR1,CBR1,CBR1,,,CBR1,CBR1,TTC3,TTC3
PUM1,PUM1,ICMT,ICMT,AJAP1,AJAP1,AJAP1,AJAP1,RPL22,RPL22,AJAP1,AJAP1,AJAP1,AJAP1,PUM1,PUM1,AJAP1,AJAP1,ACOT7,ACOT7,LRRFIP1,LRRFIP1,ASH1L,ASH1L,GATAD2B,GATAD2B,GATAD2B,GATAD2B,ASH1L,ASH1L,GATAD2B,GATAD2B,GATAD2B,GATAD2B,LRRFIP1,LRRFIP1,GATAD2B,GATAD2B,ETV3,ETV3,,,CHAF1B,CHAF1B,DOP1B,DOP1B,DOP1B,DOP1B,MORC3,MORC3,DOP1B,DOP1B,DOP1B,DOP1B,,,DOP1B,DOP1B,VPS26C,VPS26C
NKAIN1,NKAIN1,GPR153,GPR153,NPHP4,NPHP4,NPHP4,NPHP4,ICMT,ICMT,NPHP4,NPHP4,NPHP4,NPHP4,NKAIN1,NKAIN1,NPHP4,NPHP4,TNFRSF25,TNFRSF25,HES6,HES6,GON4L,GON4L,ASH1L,ASH1L,ASH1L,ASH1L,GON4L,GON4L,ASH1L,ASH1L,ASH1L,ASH1L,HES6,HES6,ASH1L,ASH1L,NHLH1,NHLH1,,,HLCS,HLCS,MORC3,MORC3,MORC3,MORC3,CHAF1B,CHAF1B,MORC3,MORC3,MORC3,MORC3,,,MORC3,MORC3,DYRK1A,DYRK1A
SNRNP40,SNRNP40,ACOT7,ACOT7,KCNAB2,KCNAB2,KCNAB2,KCNAB2,GPR153,GPR153,KCNAB2,KCNAB2,KCNAB2,KCNAB2,SNRNP40,SNRNP40,KCNAB2,KCNAB2,PLEKHG5,PLEKHG5,NR2C2,NR2C2,MEF2D,MEF2D,GON4L,GON4L,GON4L,GON4L,MEF2D,MEF2D,GON4L,GON4L,GON4L,GON4L,NR2C2,NR2C2,GON4L,GON4L,USF1,USF1,,,PIGP,PIGP,CHAF1B,CHAF1B,CHAF1B,CHAF1B,HLCS,HLCS,CHAF1B,CHAF1B,CHAF1B,CHAF1B,,,CHAF1B,CHAF1B,KCNJ6,KCNJ6
ZCCHC17,ZCCHC17,TNFRSF25,TNFRSF25,CHD5,CHD5,CHD5,CHD5,ACOT7,ACOT7,CHD5,CHD5,CHD5,CHD5,ZCCHC17,ZCCHC17,CHD5,CHD5,NOL9,NOL9,ZNF385D,ZNF385D,ETV3,ETV3,MEF2D,MEF2D,MEF2D,MEF2D,ETV3,ETV3,MEF2D,MEF2D,MEF2D,MEF2D,ZNF385D,ZNF385D,MEF2D,MEF2D,ATF6,ATF6,,,TTC3,TTC3,HLCS,HLCS,HLCS,HLCS,PIGP,PIGP,HLCS,HLCS,HLCS,HLCS,,,HLCS,HLCS,PSMG1,PSMG1
PTP4A2,PTP4A2,PLEKHG5,PLEKHG5,RPL22,RPL22,RPL22,RPL22,TNFRSF25,TNFRSF25,RPL22,RPL22,RPL22,RPL22,PTP4A2,PTP4A2,RPL22,RPL22,ZBTB48,ZBTB48,LRRFIP2,LRRFIP2,NHLH1,NHLH1,ETV3,ETV3,ETV3,ETV3,NHLH1,NHLH1,ETV3,ETV3,ETV3,ETV3,LRRFIP2,LRRFIP2,ETV3,ETV3,PBX1,PBX1,,,VPS26C,VPS26C,PIGP,PIGP,PIGP,PIGP,TTC3,TTC3,PIGP,PIGP,PIGP,PIGP,,,PIGP,PIGP,BRWD1,BRWD1
KHDRBS1,KHDRBS1,NOL9,NOL9,ICMT,ICMT,ICMT,ICMT,PLEKHG5,PLEKHG5,ICMT,ICMT,ICMT,ICMT,KHDRBS1,KHDRBS1,ICMT,ICMT,KLHL21,KLHL21,ZNF197,ZNF197,USF1,USF1,NHLH1,NHLH1,NHLH1,NHLH1,USF1,USF1,NHLH1,NHLH1,NHLH1,NHLH1,ZNF197,ZNF197,NHLH1,NHLH1,POU2F1,POU2F1,,,DYRK1A,DYRK1A,TTC3,TTC3,TTC3,TTC3,VPS26C,VPS26C,TTC3,TTC3,TTC3,TTC3,,,TTC3,TTC3,HMGN1,HMGN1
KPNA6,KPNA6,ZBTB48,ZBTB48,GPR153,GPR153,GPR153,GPR153,NOL9,NOL9,GPR153,GPR153,GPR153,GPR153,KPNA6,KPNA6,GPR153,GPR153,PHF13,PHF13,SMARCC1,SMARCC1,ATF6,ATF6,USF1,USF1,USF1,USF1,ATF6,ATF6,USF1,USF1,USF1,USF1,SMARCC1,SMARCC1,USF1,USF1,ZBTB37,ZBTB37,,,KCNJ6,KCNJ6,VPS26C,VPS26C,VPS26C,VPS26C,DYRK1A,DYRK1A,VPS26C,VPS26C,VPS26C,VPS26C,,,VPS26C,VPS26C,GET1,GET1
CCDC28B,CCDC28B,KLHL21,KLHL21,ACOT7,ACOT7,ACOT7,ACOT7,ZBTB48,ZBTB48,ACOT7,ACOT7,ACOT7,ACOT7,CCDC28B,CCDC28B,ACOT7,ACOT7,THAP3,THAP3,PCBP4,PCBP4,PBX1,PBX1,ATF6,ATF6,ATF6,ATF6,PBX1,PBX1,ATF6,ATF6,ATF6,ATF6,PCBP4,PCBP4,ATF6,ATF6,RC3H1,RC3H1,,,ETS2,ETS2,DYRK1A,DYRK1A,DYRK1A,DYRK1A,KCNJ6,KCNJ6,DYRK1A,DYRK1A,DYRK1A,DYRK1A,,,DYRK1A,DYRK1A,SH3BGR,SH3BGR
EIF3I,EIF3I,PHF13,PHF13,TNFRSF25,TNFRSF25,TNFRSF25,TNFRSF25,KLHL21,KLHL21,TNFRSF25,TNFRSF25,TNFRSF25,TNFRSF25,EIF3I,EIF3I,TNFRSF25,TNFRSF25,DNAJC11,DNAJC11,PBRM1,PBRM1,RXRG,RXRG,PBX1,PBX1,PBX1,PBX1,RXRG,RXRG,PBX1,PBX1,PBX1,PBX1,PBRM1,PBRM1,PBX1,PBX1,ZBTB41,ZBTB41,,,PSMG1,PSMG1,KCNJ6,KCNJ6,KCNJ6,KCNJ6,ETS2,ETS2,KCNJ6,KCNJ6,KCNJ6,KCNJ6,,,KCNJ6,KCNJ6,PCP4,PCP4
MARCKSL1,MARCKSL1,THAP3,THAP3,PLEKHG5,PLEKHG5,PLEKHG5,PLEKHG5,PHF13,PHF13,PLEKHG5,PLEKHG5,PLEKHG5,PLEKHG5,MARCKSL1,MARCKSL1,PLEKHG5,PLEKHG5,CAMTA1,CAMTA1,FOXP1,FOXP1,POU2F1,POU2F1,LMX1A,LMX1A,LMX1A,LMX1A,POU2F1,POU2F1,LMX1A,LMX1A,LMX1A,LMX1A,FOXP1,FOXP1,LMX1A,LMX1A,LHX9,LHX9,,,BRWD1,BRWD1,ETS2,ETS2,ETS2,ETS2,PSMG1,PSMG1,ETS2,ETS2,ETS2,ETS2,,,ETS2,ETS2,DSCAM,DSCAM
BSDC1,BSDC1,DNAJC11,DNAJC11,NOL9,NOL9,NOL9,NOL9,THAP3,THAP3,NOL9,NOL9,NOL9,NOL9,BSDC1,BSDC1,NOL9,NOL9,AL512330.1,AL512330.1,BBX,BBX,ZBTB37,ZBTB37,RXRG,RXRG,RXRG,RXRG,ZBTB37,ZBTB37,RXRG,RXRG,RXRG,RXRG,BBX,BBX,RXRG,RXRG,ZNF281,ZNF281,,,HMGN1,HMGN1,PSMG1,PSMG1,PSMG1,PSMG1,BRWD1,BRWD1,PSMG1,PSMG1,PSMG1,PSMG1,,,PSMG1,PSMG1,PRDM15,PRDM15
ZBTB8A,ZBTB8A,CAMTA1,CAMTA1,ZBTB48,ZBTB48,ZBTB48,ZBTB48,DNAJC11,DNAJC11,ZBTB48,ZBTB48,ZBTB48,ZBTB48,ZBTB8A,ZBTB8A,ZBTB48,ZBTB48,VAMP3,VAMP3,ZBTB20,ZBTB20,RC3H1,RC3H1,POU2F1,POU2F1,POU2F1,POU2F1,RC3H1,RC3H1,POU2F1,POU2F1,POU2F1,POU2F1,ZBTB20,ZBTB20,POU2F1,POU2F1,KDM5B,KDM5B,,,GET1,GET1,BRWD1,BRWD1,BRWD1,BRWD1,HMGN1,HMGN1,BRWD1,BRWD1,BRWD1,BRWD1,,,BRWD1,BRWD1,ZBTB21,ZBTB21
ZBTB8OS,ZBTB8OS,AL512330.1,AL512330.1,KLHL21,KLHL21,KLHL21,KLHL21,CAMTA1,CAMTA1,KLHL21,KLHL21,KLHL21,KLHL21,ZBTB8OS,ZBTB8OS,KLHL21,KLHL21,PER3,PER3,ZNF148,ZNF148,ZBTB41,ZBTB41,ZBTB37,ZBTB37,ZBTB37,ZBTB37,ZBTB41,ZBTB41,ZBTB37,ZBTB37,ZBTB37,ZBTB37,ZNF148,ZNF148,ZBTB37,ZBTB37,ELK4,ELK4,,,SH3BGR,SH3BGR,HMGN1,HMGN1,HMGN1,HMGN1,GET1,GET1,HMGN1,HMGN1,HMGN1,HMGN1,,,HMGN1,HMGN1,ABCG1,ABCG1
RBBP4,RBBP4,VAMP3,VAMP3,PHF13,PHF13,PHF13,PHF13,AL512330.1,AL512330.1,PHF13,PHF13,PHF13,PHF13,RBBP4,RBBP4,PHF13,PHF13,PARK7,PARK7,ZXDC,ZXDC,LHX9,LHX9,RC3H1,RC3H1,RC3H1,RC3H1,LHX9,LHX9,RC3H1,RC3H1,RC3H1,RC3H1,ZXDC,ZXDC,RC3H1,RC3H1,RCOR3,RCOR3,,,PCP4,PCP4,GET1,GET1,GET1,GET1,SH3BGR,SH3BGR,GET1,GET1,GET1,GET1,,,GET1,GET1,SLC37A1,SLC37A1
PHC2,PHC2,PER3,PER3,THAP3,THAP3,THAP3,THAP3,VAMP3,VAMP3,THAP3,THAP3,THAP3,THAP3,PHC2,PHC2,THAP3,THAP3,ERRFI1,ERRFI1,TFDP2,TFDP2,ZNF281,ZNF281,ZBTB41,ZBTB41,ZBTB41,ZBTB41,ZNF281,ZNF281,ZBTB41,ZBTB41,ZBTB41,ZBTB41,TFDP2,TFDP2,ZBTB41,ZBTB41,ATF3,ATF3,,,DSCAM,DSCAM,SH3BGR,SH3BGR,SH3BGR,SH3BGR,PCP4,PCP4,SH3BGR,SH3BGR,SH3BGR,SH3BGR,,,SH3BGR,SH3BGR,PDE9A,PDE9A
SFPQ,SFPQ,PARK7,PARK7,DNAJC11,DNAJC11,DNAJC11,DNAJC11,PER3,PER3,DNAJC11,DNAJC11,DNAJC11,DNAJC11,SFPQ,SFPQ,DNAJC11,DNAJC11,SLC45A1,SLC45A1,HLTF,HLTF,KDM5B,KDM5B,LHX9,LHX9,LHX9,LHX9,KDM5B,KDM5B,LHX9,LHX9,LHX9,LHX9,HLTF,HLTF,LHX9,LHX9,PROX1,PROX1,,,PRDM15,PRDM15,PCP4,PCP4,PCP4,PCP4,DSCAM,DSCAM,PCP4,PCP4,PCP4,PCP4,,,PCP4,PCP4,WDR4,WDR4
ZMYM4,ZMYM4,ERRFI1,ERRFI1,CAMTA1,CAMTA1,CAMTA1,CAMTA1,PARK7,PARK7,CAMTA1,CAMTA1,CAMTA1,CAMTA1,ZMYM4,ZMYM4,CAMTA1,CAMTA1,RERE,RERE,SOX2,SOX2,SOX13,SOX13,ZNF281,ZNF281,ZNF281,ZNF281,SOX13,SOX13,ZNF281,ZNF281,ZNF281,ZNF281,SOX2,SOX2,ZNF281,ZNF281,ESRRG,ESRRG,,,ZBTB21,ZBTB21,DSCAM,DSCAM,DSCAM,DSCAM,PRDM15,PRDM15,DSCAM,DSCAM,DSCAM,DSCAM,,,DSCAM,DSCAM,NDUFV3,NDUFV3
KIAA0319L,KIAA0319L,SLC45A1,SLC45A1,AL512330.1,AL512330.1,AL512330.1,AL512330.1,ERRFI1,ERRFI1,AL512330.1,AL512330.1,AL512330.1,AL512330.1,KIAA0319L,KIAA0319L,AL512330.1,AL512330.1,RERE-AS1,RERE-AS1,YEATS2,YEATS2,ELK4,ELK4,KDM5B,KDM5B,KDM5B,KDM5B,ELK4,ELK4,KDM5B,KDM5B,KDM5B,KDM5B,YEATS2,YEATS2,KDM5B,KDM5B,PARP1,PARP1,,,ABCG1,ABCG1,BACE2,BACE2,BACE2,BACE2,ZBTB21,ZBTB21,BACE2,BACE2,BACE2,BACE2,,,BACE2,BACE2,PKNOX1,PKNOX1
PSMB2,PSMB2,RERE,RERE,VAMP3,VAMP3,VAMP3,VAMP3,SLC45A1,SLC45A1,VAMP3,VAMP3,VAMP3,VAMP3,PSMB2,PSMB2,VAMP3,VAMP3,ENO1,ENO1,HES1,HES1,RCOR3,RCOR3,SOX13,SOX13,SOX13,SOX13,RCOR3,RCOR3,SOX13,SOX13,SOX13,SOX13,HES1,HES1,SOX13,SOX13,ZNF678,ZNF678,,,SLC37A1,SLC37A1,PRDM15,PRDM15,PRDM15,PRDM15,ABCG1,ABCG1,PRDM15,PRDM15,PRDM15,PRDM15,,,PRDM15,PRDM15,RRP1B,RRP1B
AGO4,AGO4,RERE-AS1,RERE-AS1,PER3,PER3,PER3,PER3,RERE,RERE,PER3,PER3,PER3,PER3,AGO4,AGO4,PER3,PER3,H6PD,H6PD,ZNF721,ZNF721,ATF3,ATF3,ELK4,ELK4,ELK4,ELK4,ATF3,ATF3,ELK4,ELK4,ELK4,ELK4,ZNF721,ZNF721,ELK4,ELK4,ARID4B,ARID4B,,,PDE9A,PDE9A,ZBTB21,ZBTB21,ZBTB21,ZBTB21,SLC37A1,SLC37A1,ZBTB21,ZBTB21,ZBTB21,ZBTB21,,,ZBTB21,ZBTB21,PDXK,PDXK
AGO3,AGO3,ENO1,ENO1,PARK7,PARK7,PARK7,PARK7,RERE-AS1,RERE-AS1,PARK7,PARK7,PARK7,PARK7,AGO3,AGO3,PARK7,PARK7,SLC25A33,SLC25A33,LCORL,LCORL,PROX1,PROX1,RCOR3,RCOR3,RCOR3,RCOR3,PROX1,PROX1,RCOR3,RCOR3,RCOR3,RCOR3,LCORL,LCORL,RCOR3,RCOR3,TFB2M,TFB2M,,,WDR4,WDR4,ABCG1,ABCG1,ABCG1,ABCG1,PDE9A,PDE9A,ABCG1,ABCG1,ABCG1,ABCG1,,,ABCG1,ABCG1,CSTB,CSTB
