IN_1_DS_down,IN_1_DS_up,IN_2_DS_down,IN_2_DS_up,IN_DS_down,IN_DS_up,IPC_DS_down,IPC_DS_up,MGE_DS_down,MGE_DS_up,nEN_1_DS_down,nEN_1_DS_up,nEN_DS_down,nEN_DS_up,nIN_1_DS_down,nIN_1_DS_up,nIN_DS_down,nIN_DS_up,RG_DS_down,RG_DS_up,IN_1_DS_down_TFs,IN_1_DS_up_TFs,IN_2_DS_down_TFs,IN_2_DS_up_TFs,IN_DS_down_TFs,IN_DS_up_TFs,IPC_DS_down_TFs,IPC_DS_up_TFs,MGE_DS_down_TFs,MGE_DS_up_TFs,nEN_1_DS_down_TFs,nEN_1_DS_up_TFs,nEN_DS_down_TFs,nEN_DS_up_TFs,nIN_1_DS_down_TFs,nIN_1_DS_up_TFs,nIN_DS_down_TFs,nIN_DS_up_TFs,RG_DS_down_TFs,RG_DS_up_TFs,IN_1_DS_down_HSA21,IN_1_DS_up_HSA21,IN_2_DS_down_HSA21,IN_2_DS_up_HSA21,IN_DS_down_HSA21,IN_DS_up_HSA21,IPC_DS_down_HSA21,IPC_DS_up_HSA21,MGE_DS_down_HSA21,MGE_DS_up_HSA21,nEN_1_DS_down_HSA21,nEN_1_DS_up_HSA21,nEN_DS_down_HSA21,nEN_DS_up_HSA21,nIN_1_DS_down_HSA21,nIN_1_DS_up_HSA21,nIN_DS_down_HSA21,nIN_DS_up_HSA21,RG_DS_down_HSA21,RG_DS_up_HSA21
,,MPDZ,RAD9A,GEM,AC106793.1,AC007216.4,MEIS2,ERGIC1,DBR1,MTAP,AC006001.2,SSTR2,,TTC28,,LINC01239,MRPL39,NELL2,DPYSL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ADAMTSL1,NDUFV1,C8orf37-AS1,ADPRM,NPIPB2,AC012405.1,BOD1,MRAS,ENHO,SPDYE21P,NT5C,,LARGE1,,DDX58,ATP5PF,C12orf10,JAKMIP2-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DMRTA1,DHCR7,RPL30,COX10-AS1,SHISA9,UNC13C,LINC01411,PIK3CB,IGFBPL1,AC006480.2,MRPS7,,EIF3L,,FAM219A,APP,PRR13,JAKMIP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LINC01239,XRRA1,POLR2K,RASL10B,NTAN1,ANXA2,PRELID1,RBP1,AL513318.2,TYW1B,AC110285.1,,RPL3,,PCSK5,AP001442.1,ATP5MC2,ABLIM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AL445623.2,TENM4,ZFPM2-AS1,PCGF2,DCTPP1,SPESP1,PRR7,RASA2,SECISBP2,BET1,NPB,,ST13,,SHC3,USP16,HNRNPA1,CAMK2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CNTFR,DLG2,AC090579.1,THRA,VKORC1,PTPN9,PDLIM7,RNF13,TRMO,BAIAP2L1,RAC3,,MID1,,LINC01508,CCT8,PA2G4,GRIA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ALDH1B1,AP002370.2,TRPS1,CASC3,ORC6,NTRK3,ZNF354A,PFN2,TXN,TRIM4,DCXR,,LINC01456,,NANS,BACH1,RPL41,EBF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CNTNAP3B,SC5D,DSCC1,PITPNC1,TPPP3,BAIAP3,AC008393.1,TNIK,DAB2IP,PILRB,METRNL,,IL1RAPL1,,TMEM246,TIAM1,NACA,NSG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PCSK5,SCN3B,SNTB1,FDXR,SMPD3,ARL6IP1,MGAT1,SOX2-OT,PDCL,SAP25,APCDD1,,HDAC8,,PTGR1,SOD1,NAP1L1,NSD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GKAP1,EI24,HAS2,L3MBTL4,VPS4A,PRKCB,RACK1,AC068308.1,SET,ACHE,AQP4-AS1,,RPL36A,,RGS3,SCAF4,SYT1,RIPK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NTRK2,CDON,FAM91A1,PTPRM,SF3B3,AC012645.1,GMDS-DT,AC125613.1,RPL7A,FOXP2,CDH7,,RPL39,,DENND1A,HUNK,AC090709.1,GCNT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GOLM1,AC006581.2,KHDRBS3,DSC2,HYDIN,AC087564.1,NRN1,KLHL24,SSNA1,TES,NETO1,,RPL10,,LHX2,MIS18A,AC027288.3,PHACTR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CDC14B,GRIN2B,LINC02055,MIR924HG,TXNL4B,KIFC3,TXNDC5,YEATS2,EHMT1,CTTNBP2,MED16,,TTTY14,,DNM1,PAXBP1,LIN7A,GFOD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PTGR1,PLEKHA5,FAM135B,AC090241.2,AC004943.2,GFOD2,NEDD9,C3orf70,CELF2,NRF1,GPX4,,MT-ND5,,SWI5,IFNAR1,SLC6A15,ATXN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CRB2,PDE3A,ARC,CDH7,AC009053.3,AC004158.1,SIRT5,ST6GAL1,BMI1,COPG2,ABHD17A,,,,ODF2,IFNGR2,ATP2B1,LINC00581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LHX2,DENND5B,RPL8,DOK6,TMEM231,CNTNAP4,NOL7,SST,KIF5B,LINC-PINT,MKNK2,,,,BRD3OS,GART,SNRPF,NRSN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPL7A,SYT10,ZNF16,AC119403.1,NECAB2,ADAMTS18,AL022068.1,FGF12,TMEM72-AS1,CASP2,PLEKHJ1,,,,RXRA,SON,RMST,RIPOR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PRKCQ,CPNE8,RCL1,CELF5,JPH3,HSDL1,ID4,MB21D2,ZNF22,TDRP,OAZ1,,,,AGPAT2,CRYZL1,BTBD11,SCGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SFMBT2,TMEM117,PTPRD,HOOK2,CYBA,SNAI3,ACOT13,TMEM44,MAPK8,PTK2B,MICOS13,,,,ABCA2,ITSN1,C12orf76,ZSCAN12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BEND7,CERS5,AL353595.1,STX10,EIF5A,CYB5D2,CARMIL1,PIGX,AL442003.1,EPHX2,NDUFA7,,,,TPRN,ATP5PO,ERP29,ATF6B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KIAA1217,DIP2B,RPS6,AC006504.5,ADORA2B,ACACA,SNHG32,TMEM271,WASHC2A,SNHG6,ZNF558,,,,LINC02649,MRPS6,RPL6,CPNE5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARHGAP21,POU6F1,LINC01239,ANKRD27,TTC19,THRA,HLA-DPB1,AC116565.1,CDH23,CPA6,RAB3D,,,,PRKCQ,DOP1B,LHX5,TRERF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZEB1-AS1,R3HDM2,DDX58,PLA2G4C,LIG3,STAT5B,SLC39A7,CPLX1,CHST3,C8orf34,ECSIT,,,,SFMBT2,MORC3,LHX5-AS1,BICRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KIF5B,SRGAP1,STOML2,ZNF114,ETV4,ARL17A,RPS18,SLBP,DNAJB12,AC018616.1,ZNF441,,,,PROSER2,CHAF1B,RPLP0,RCAN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,REEP3,AC020611.2,TLN1,ZNF347,LSM12,CACNA1G,SCUBE3,GRK4,MRPS16,DPY19L4,C19orf53,,,,VIM,TTC3,DYNLL1,DST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KIF1BP,TMBIM4,HINT2,PAK5,SLC25A39,USP32,RPL10A,NSG1,TSPAN14,NDUFAF6,RAB8A,,,,NEBL,DYRK1A,RAN,LMBRD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TSPAN15,GRIP1,TMEM8B,SLC24A3,AC099850.1,AC005972.3,OARD1,STK32B,FRA10AC1,POP1,JUND,,,,MPP7,KCNJ6,MRPL57,DOP1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CDH23,AC078923.1,GRHPR,ASIP,CASC17,PITPNC1,RPL7L1,CRMP1,EMX2,SLC25A32,HOMER3,,,,FAM245B,BRWD1,RPL21,SNX14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CHST3,KITLG,AL157886.1,MYH7B,FOXJ1,RAB31,CUL7,AFAP1,C10orf88,ATAD2,ZNF253,,,,AL442003.1,HMGN1,GTF3A,CNR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VDAC2,SOCS2,CKS2,MAFB,TBC1D16,ST8SIA5,MRPL2,ABLIM2,C10orf143,ARHGAP39,LINC00665,,,,PCDH15,GET1,MTIF3,ANKRD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPS24,CDK17,NINJ1,AP001347.1,EIF4A3,DIPK1C,DNPH1,AC093898.1,TAF10,ZNF251,AC006213.3,,,,CISD1,BACE2,MTUS2,CD24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SLIT1,ANKS1B,SEC61B,HSPA13,AC110285.1,CNDP2,LRRC73,KCNIP4,AC087280.2,IL33,BAX,,,,DNAJC12,SLC37A1,DNAJC15,SCML4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SFR1,CHST11,LPAR1,LINC02246,CENPX,AZU1,POLR1C,KCNIP4-IT1,BBOX1-AS1,BNC2,FUZ,,,,CDH23,PDE9A,NUDT15,OSTM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EMX2OS,AC079385.1,GNG10,CXADR,FN3KRP,NCAN,RSPH9,PCDH7,AL358944.1,ACER2,C19orf81,,,,ANAPC16,PKNOX1,ITM2B,LAMA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EMX2,MED13L,WDR31,MRPL39,RALBP1,GRAMD1A,B3GAT2,AC097716.1,LMO2,KIF24,ZNF175,,,,ANXA7,RRP1B,ZIC2,SLC35F1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NANOS1,MAP1LC3B2,PAPPA,ATP5PF,RBBP8,FXYD7,FILIP1,FRYL,COMMD9,AL133410.1,ZNF615,,,,FUT11,CSTB,COL4A2,CEP85L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CTBP2,KSR2,LHX2,APP,TTC39C,AF038458.3,HMGN3,SGCB,PHF21A,RECK,ZNF580,,,,KCNMA1,RRP1,EMC9,CLVS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MGMT,CIT,AC006450.3,AP001442.1,RPL17,ZNF780B,SNHG5,CHIC2,UBE2L6,GLIPR2,EPN1,,,,GRID1,GATD3A,STXBP6,NKAIN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EBF3,DNAH10OS,RPL35,USP16,PMAIP1,C19orf47,CFAP206,CDKL2,UBXN1,ZCCHC7,NRSN2,,,,AL157400.3,SUMO3,RPS29,SOGA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ADGRA1,RFC3,SLC2A8,CCT8,AC090348.1,SPTBN4,PNRC1,SCARB2,C11orf95,CBWD6,FKBP1A,,,,UBTD1,FAM207A,SYNE2,MOXD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IFITM3,RNASEH2B,RPL12,BACH1,ZADH2,CACNG8,RRAGD,SEPTIN11,TRPT1,FXN,FAM182A,,,,PDZD7,LSS,PSMC1,EYA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RHOG,MYCBP2,GTF3C4,TIAM1,MKNK2,ZNF606,USP45,CCNI,PPP1R14B,FAM189A2,AL035071.2,,,,LINC01435,MCM3AP-AS1,GLRX5,MAP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ILK,AL162493.1,RPL7A,SOD1,PLEKHJ1,TMC2,SNX3,CNOT6L,FAM89B,GKAP1,MAP1LC3A,,,,EMX2OS,MCM3AP,CCDC85C,SYNE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ST5,DOCK9,SURF2,LINC00159,OAZ1,PLCB4,AMD1,SCD5,RAB1B,AGTPBP1,MANBAL,,,,EMX2,PCNT,TRAF3,VIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SOX6,EFNB2,SEC16A,SYNJ1,SHD,PAK5,MFSD4B,WDFY3,NPAS4,CKS2,PLTP,,,,BAG3,PRMT2,TMEM121,SERAC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ANO5,MYO16,EDF1,C21orf62-AS1,ZNF558,DZANK1,REV3L,MAPK10,MRPL21,CENPP,SULF2,,,,PTPRE,AC016027.2,RASGRP1,TNRC18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC104009.1,COL4A2,TUBB4B,IFNAR2,ZNF441,ACSS1,FABP7,PPM1K,ATG16L2,ASPN,PRELID3B,,,,LINC02646,CDC45,GCHFR,CCZ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SLC17A6,SOX1,LARP4B,IL10RB,C19orf53,SLC32A1,HDDC2,HERC3,THAP12,ZNF367,NKAIN4,,,,KNDC1,AL008638.1,SORD,AIMP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BBOX1-AS1,UPF3A,AL365356.1,IFNAR1,AC022098.1,GDAP1L1,RSPO3,NAP1L5,PAK1,GABBR2,TCEA2,,,,MIR210HG,MN1,MIR4713HG,GLCCI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DCDC1,ZFHX2,BEND7,IFNGR2,RPL18A,CDH22,SAMD3,PPP3CA,PCF11,TMEM38B,GATD3B,,,,TH,Z73420.1,PRTG,AC004852.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PAX6,JPH4,ITGA8,TMEM50B,ZNF253,PHACTR3,CCN2,TET2,HIKESHI,ASTN2,COL6A2,,,,KCNQ1OT1,XRCC6,RPS27L,TMEM196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PAUPAR,NOVA1,VIM,GART,ZNF681,HAR1A,RPS12,MCUB,DISC1FP1,BRINP1,CECR2,,,,TUB,SMDT1,SNAPC5,NPY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,APIP,LRFN5,BAMBI,SON,ZNF507,OPRL1,LTV1,ANK2,SMCO4,MRRF,MRPL40,,,,NAV2,FBLN1,RPL4,WIPF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GLYATL2,FANCM,ITGB1,DONSON,AC011466.3,U2AF1L5,PLAGL1,AC093879.1,MED17,SCAI,SDF2L1,,,,PRMT3,PLCXD1,RPLP1,AOAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TMEM258,DLGAP5,FZD8,CRYZL1,FUZ,AP001347.1,HYMAI,PDE5A,AP000787.1,ZBTB43,CHCHD10,,,,ANO5,DHRSX,PKM,ELMO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TMEM179B,NAA30,ARID5B,ITSN1,PNKP,HSPA13,SAMD5,ABHD18,SESN3,DNM1,GRK3,,,,DCDC1,REPS2,CRABP1,GALNT17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,POLD4,DACT1,EGR2,RCAN1,C19orf81,NRIP1,AL033504.1,PCDH10,YAP1,ZDHHC12,CABP7,,,,ELP4,CSTF2,RPS17,SRRM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CCND1,SYT16,STOX1,RUNX1,ZSCAN5A,MIR99AHG,AL513164.1,ELF2,BIRC2,FNBP1,UQCR10,,,,AC131571.1,ZDHHC9,MPG,SEMA3C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AP002336.2,GALNT16,CDH23,DOP1B,AL110114.1,AP000962.1,SASH1,CLGN,DSCAML1,DDX31,GCAT,,,,PAX6,AIFM1,NME4,SEMA3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KLHL35,RBM25,AC073389.2,HLCS,C20orf27,CXADR,PLEKHG1,DCLK2,MCAM,WDR37,DNAL4,,,,PAUPAR,RAB33A,METTL26,CDK14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GAB2,TMEM63C,AC010997.3,TTC3,CDC25B,MRPL39,MTHFD1L,TRIM2,FEZ1,UPF2,TSPO,,,,LMO2,PHF6,STUB1,DYNC1I1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AP003086.1,DIO2,LRMDA,VPS26C,MAP1LC3A,JAM2,OPRM1,TMEM131L,EI24,MCM10,WNT7B,,,,APIP,HPRT1,NME3,DLX6-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CTSC,CEP128,RPS24,DYRK1A,MYBL2,ATP5PF,IPCEF1,MARCH1,CCND2,PHYH,FUNDC1,,,,AC087521.2,MOSPD1,MRPS34,DLX6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NOX4,KCNK10,KIF11,BRWD1,NCOA5,APP,GTF2H5,SCRG1,AC006206.2,NMT2,CDK16,,,,TSPAN18,INTS6L,NDUFB10,DLX5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CNTN5,CCDC88C,ABLIM1,HMGN1,AL133227.1,AP001442.1,PRKN,SLC25A4,MAGOHB,HACD1,UXT,,,,SYT13,SLC9A6,RPS2,ACTL6B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BIRC2,VRK1,EMX2OS,GET1,MAPK1,LTN1,SFT2D1,UBE2QL1,DUSP16,AL450384.2,GLA,,,,DTX4,FHL1,NTHL1,PRKRIP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CWF19L2,BCL11B,EMX2,DSCAM,MIF,USP16,RNASET2,SRD5A1,CDKN1B,NSUN6,LAGE3,,,,AP000442.1,AL683813.1,THOC6,LRRC17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZBTB16,PACS2,EBF3,PDE9A,LRP5L,CCT8,SUN1,CTNND2,C2CD5,NEBL,FAM3A,,,,B3GAT3,TMLHE,DEXI,NAPEPLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CADM1,NIPA1,LINC02646,NDUFV3,GRK3,BACH1,UNCX,ANKH,TSPAN11,MIR1915HG,F8A1,,,,ARL2,UTY,RPS15A,LHFPL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PHLDB1,TUBGCP5,IFITM3,PKNOX1,RHBDD3,GRIK1,EIF3B,BASP1,HDAC7,PIP4K2A,MT-ND2,,,,RELA-DT,,TMEM219,KMT2E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PKNOX2,FAM189A1,CDKN1C,RRP1B,TIMP3,TIAM1,IQCE,LINC02223,NCKAP5L,KIAA1217,MT-ND5,,,,PITPNM1,,DCTPP1,SRPK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DYRK4,DPH6,SYT9,PDXK,GCAT,SOD1,WIPI2,LMBRD2,ATP5MC2,ZNF487,,,,,CCND1,,VKORC1,PUS7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC006206.2,MAPK6,AC132192.1,AGPAT3,MAFF,HUNK,HDAC9,CPLANE1,AC076968.2,SGMS1,,,,,AP002336.2,,NIP7,LRRN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GAPDH,UNC13C,RPS13,TRAPPC10,RRP7A,URB1,NUP42,PLCXD3,HNRNPA1,PRKG1,,,,,PRSS23,,HYDIN,ST7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CHD4,CA12,ANO5,GATD3A,EFCAB6,SYNJ1,AC004540.2,GHR,MYL6B,CSTF2T,,,,,DISC1FP1,,NECAB2,FAM3C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TPI1,ZNF609,AC107886.1,SUMO3,KIAA0930,PAXBP1,FKBP14,NIM1K,SHMT2,TET1,,,,,FAT3,,COTL1,POT1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,YBX3,MAP2K1,AC104009.1,LINC00205,ANOS1,C21orf62-AS1,NEUROD6,NNT-AS1,HMGA2,DDX21,,,,,SMCO4,,CYBA,TNPO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ETV6,ULK3,SLC17A6,MCM3AP-AS1,PRPS2,IFNAR2,SUGCT,NNT,CNOT2,ADK,,,,,AP000787.1,,RPL13,AUXG01000058.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DERA,CHRNA5,SVIP,MCM3AP,ACOT9,IL10RB,GLI3,SLC38A9,LRRIQ1,GLUD1,,,,,SESN3,,C1QBP,PTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ST8SIA1,AC012291.3,ABTB2,PCNT,CDK16,IFNAR1,SNHG15,RAB3C,LINC01619,STAMBPL1,,,,,CEP126,,RNASEK,DGKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SOX5,AGBL1,TRIM44,DIP2A,ERCC6L,IFNGR2,CHCHD2,C5orf64,AC138123.1,PLCE1,,,,,ALKBH8,,EIF5A,ZNF425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ERGIC2,AC013391.2,LINC02739,PRMT2,PGK1,TMEM50B,GRM3,RNF180,NUDT4,HELLS,,,,,SIK2,,EIF4A1,ZNF398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TSPAN11,AC036108.1,EEF1G,TXNRD2,TCEAL5,GART,GNGT1,SERINC5,CEP83,ENTPD1-AS1,,,,,LINC02762,,RPL26,DLGAP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SINHCAF,AC009041.2,TRMT112,LZTR1,TTTY14,SON,LAMTOR4,CAMK4,NEDD1,ARHGAP19,,,,,LINC02763,,RPL23A,PRAG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,YARS2,NUBP2,FAU,GSTT2B,MT-ND2,CRYZL1,ZNHIT1,NREP,LINC02356,CNNM1,,,,,AP003100.2,,PIPOX,LINC00599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ATP5MC2,GDE1,MRPL11,SEZ6L,MT-ND5,ITSN1,ORAI2,KDM3B,LHX5-AS1,SCD,,,,,ZBTB16,,LHX1-DT,PSD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PPP1R1A,AC087564.1,MRPL21,H1F0,,ATP5PO,SYPL1,PCDHB2,RAB35,FBXW4,,,,,OAF,,LHX1,CSGALNACT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NEUROD4,AC040168.1,CCND1,ANKRD54,,MRPS6,AC073114.1,PCDH1,DYNLL1,ARMH3,,,,,SORL1,,AATF,RHOBTB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CD63,GNAO1,AP002387.2,MPPED1,,SLC5A3,ZNF277,PPP2R2B,AC069234.1,MFSD13A,,,,,APLP2,,RPL19,AC120193.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DDIT3,WWP2,RPS3,TRMU,,RCAN1,TMEM168,DPYSL3,ARL6IP4,CNNM2,,,,,DYRK4,,VPS25,DPYSL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CAPS2,AC004158.1,SERPINH1,SELENOO,,DOP1B,SMIM30,JAKMIP2-AS1,SHISA2,SH3PXD2A,,,,,CHD4,,RPL27,SMIM18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PHLDA1,AC009120.2,KCTD21,TSPAN7,,MORC3,AC006148.1,JAKMIP2,GTF3A,CASC2,,,,,P3H3,,PHB,UNC5D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CSRP2,HSDL1,TENM4,TEX11,,TTC3,FAM71F2,GRIA1,STARD13,OAT,,,,,AC092745.5,,NME2,HGSNAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC027288.3,CBFA2T3,TMEM126B,FTX,,VPS26C,AC009264.1,GABRB2,AL139383.1,EDRF1,,,,,PRH1,,MRPS23,SNTG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PAWR,AC087500.1,PICALM,NAP1L3,,DYRK1A,MGAM,FBLL1,LINC02334,STK32C,,,,,DUSP16,,RAD51C,XKR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BTG1,CHD3,AP001831.1,PWWP3B,,BRWD1,ABCF2,KCNIP1,DNAJC15,B4GALNT4,,,,,CREBL2,,JPT1,TOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC012085.2,ARHGAP44,AP000676.5,RAB33A,,HMGN1,CLN8,NSG2,SIAH3,AC131934.1,,,,,AC024901.1,,SUMO2,ARFGEF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LTA4H,COX10-AS1,RAB38,FHL1,,GET1,AGPAT5,CPLX2,EBPL,AC127526.2,,,,,BCAT1,,MRPS7,C8orf34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C12orf75,LINC01563,SESN3,AL683813.1,,BACE2,PINX1,CLTB,DLEU2,SPON1,,,,,PPFIBP1,,SNHG16,SLCO5A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
