IN_1_DS_down,IN_1_DS_up,IN_2_DS_down,IN_2_DS_up,IN_DS_down,IN_DS_up,IPC_DS_down,IPC_DS_up,MGE_DS_down,MGE_DS_up,nEN_1_DS_down,nEN_1_DS_up,nEN_DS_down,nEN_DS_up,nIN_1_DS_down,nIN_1_DS_up,nIN_DS_down,nIN_DS_up,RG_DS_down,RG_DS_up,IN_1_DS_down_TFs,IN_1_DS_up_TFs,IN_2_DS_down_TFs,IN_2_DS_up_TFs,IN_DS_down_TFs,IN_DS_up_TFs,IPC_DS_down_TFs,IPC_DS_up_TFs,MGE_DS_down_TFs,MGE_DS_up_TFs,nEN_1_DS_down_TFs,nEN_1_DS_up_TFs,nEN_DS_down_TFs,nEN_DS_up_TFs,nIN_1_DS_down_TFs,nIN_1_DS_up_TFs,nIN_DS_down_TFs,nIN_DS_up_TFs,RG_DS_down_TFs,RG_DS_up_TFs,IN_1_DS_down_HSA21,IN_1_DS_up_HSA21,IN_2_DS_down_HSA21,IN_2_DS_up_HSA21,IN_DS_down_HSA21,IN_DS_up_HSA21,IPC_DS_down_HSA21,IPC_DS_up_HSA21,MGE_DS_down_HSA21,MGE_DS_up_HSA21,nEN_1_DS_down_HSA21,nEN_1_DS_up_HSA21,nEN_DS_down_HSA21,nEN_DS_up_HSA21,nIN_1_DS_down_HSA21,nIN_1_DS_up_HSA21,nIN_DS_down_HSA21,nIN_DS_up_HSA21,RG_DS_down_HSA21,RG_DS_up_HSA21
,,,,RPL10,,,,SLITRK5,MROH1,,DSCAM,,,,,,,,SLC41A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MT-ND5,,,,SOX21,SCRT1,,BACE2,,,,,,,,WSCD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ABCC4,SMARCA2,,SLC37A1,,,,,,,,SVOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CLYBL,DENND4C,,NDUFV3,,,,,,,,ATXN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,AL137139.2,ELAVL2,,RRP1B,,,,,,,,KSR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ZIC2,RUSC2,,PDXK,,,,,,,,TAOK3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,AL138701.2,SHB,,AGPAT3,,,,,,,,SRRM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PRMT5,IGFBPL1,,TRAPPC10,,,,,,,,BICDL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EMC9,APBA1,,GATD3A,,,,,,,,P2RX4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NUBPL,RORB,,CFAP410,,,,,,,,VPS37B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,KTN1-AS1,GNAQ,,UBE2G2,,,,,,,,DNAH10OS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TIMM9,DAPK1,,PTTG1IP,,,,,,,,AMER2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ZFP36L1,SECISBP2,,ADARB1,,,,,,,,DCLK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ACTN1,GADD45G,,POFUT2,,,,,,,,TRPC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,IFT43,FGD3,,FTCD,,,,,,,,LHFPL6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LGMN,FANCC,,LSS,,,,,,,,ENOX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FAM181A,GABBR2,,MCM3AP-AS1,,,,,,,,KLF12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DICER1-AS1,PTBP3,,MCM3AP,,,,,,,,MYCBP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GLRX5,INIP,,DIP2A,,,,,,,,SLITRK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CCDC85C,TNC,,CDC45,,,,,,,,AL162493.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EML1,BRINP1,,RTL10,,,,,,,,FAM155A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DLK1,RBM18,,CHCHD10,,,,,,,,SOX1-OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TRAF3,PBX3,,LRRC75B,,,,,,,,JPH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TMEM121,RALGPS1,,SEZ6L,,,,,,,,PRKD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MKRN3,AK1,,TBC1D10A,,,,,,,,ARHGAP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NDN,SLC27A4,,PIK3IP1-AS1,,,,,,,,AKAP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GJD2,AKR1C1,,TRMU,,,,,,,,AL136298.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SPRED1,CAMK1D,,OFD1,,,,,,,,RALGAPA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RASGRP1,CCDC3,,FAM156A,,,,,,,,LRFN5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,AC013652.1,OPTN,,MTMR8,,,,,,,,ATL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EIF2AK4,AC044781.1,,ZMYM3,,,,,,,,SAMD4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,IVD,MYO3A,,PHKA1,,,,,,,,PELI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GCHFR,GAD2,,CHIC1,,,,,,,,RTN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SORD,AL391839.1,,CSTF2,,,,,,,,SYT16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LACTB,PHYHIPL,,CENPI,,,,,,,,AL049869.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPS27L,JMJD1C,,TRPC5,,,,,,,,FUT8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPLP1,MICU1,,XACT,,,,,,,,SMOC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CRABP1,LRMDA,,HPRT1,,,,,,,,DPF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GOLGA6L10,CPEB3,,FAM122B,,,,,,,,TMEM63C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LINC01579,LGI1,,SLC9A6,,,,,,,,NRXN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,C16orf91,BLOC1S2,,AL683813.1,,,,,,,,FLRT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NME3,SLF2,,PNCK,,,,,,,,FOXN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPS2,BTRC,,,,,,,,,,AL356805.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SLC9A3R2,KCNIP2,,,,,,,,,,UNC79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NTHL1,PSD,,,,,,,,,,GABRB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CLUAP1,INA,,,,,,,,,,MEIS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RSL1D1,SH3PXD2A,,,,,,,,,,UBR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ABCC1,SORCS3,,,,,,,,,,SCG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPS15A,MXI1,,,,,,,,,,UNC13C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,IQCK,VTI1A,,,,,,,,,,HERC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EARS2,ATRNL1,,,,,,,,,,MAP2K5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PRKCB,AC016042.1,,,,,,,,,,CORO2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ORAI3,HSPA12A,,,,,,,,,,MYO9A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,VKORC1,ENO4,,,,,,,,,,PARP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ZNF423,SHTN1,,,,,,,,,,ISLR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BRD7,VAX1,,,,,,,,,,SCAMP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPGRIP1L,NANOS1,,,,,,,,,,RASGRF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CCDC113,CHST15,,,,,,,,,,ARNT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NOB1,DPYSL4,,,,,,,,,,ABHD17C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,HYDIN,ADGRA1,,,,,,,,,,AP3B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,WDR59,BRSK2,,,,,,,,,,FBXL16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ADAMTS18,TMEM41B,,,,,,,,,,MAPK8IP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPL13,EIF4G2,,,,,,,,,,ABAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PITPNA,KCNC1,,,,,,,,,,TNRC6A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ACADVL,SLC1A2,,,,,,,,,,AC008731.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EIF5A,LRRC4C,,,,,,,,,,AC012645.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EFNB3,CELF1,,,,,,,,,,ITFG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DNAH2,PTPRJ,,,,,,,,,,CHD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPL26,ASRGL1,,,,,,,,,,GNAO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SNHG29,RTN3,,,,,,,,,,CDH11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LHX1-DT,CAPN1,,,,,,,,,,ZFP90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LHX1,FAM89B,,,,,,,,,,MTSS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPL19,MUS81,,,,,,,,,,ZFHX3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,P3H4,RBM4B,,,,,,,,,,VPS9D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FZD2,C11orf80,,,,,,,,,,SPNS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MRPL10,ARRB1,,,,,,,,,,AC087500.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RSAD1,EMSY,,,,,,,,,,NTN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,C17orf67,AMOTL1,,,,,,,,,,TOM1L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SDK2,ZC3H12C,,,,,,,,,,TVP23B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BTBD17,CADM1,,,,,,,,,,AKAP10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SNHG16,DSCAML1,,,,,,,,,,SARM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LGALS3BP,KMT2A,,,,,,,,,,SEZ6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RNF213-AS1,SCN3B,,,,,,,,,,CDK5R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PYCR1,KIRREL3,,,,,,,,,,ATP6V0A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TBCD,AP001783.1,,,,,,,,,,EZH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ZNF521,IGSF9B,,,,,,,,,,MAPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,AC105114.2,CACNA1C,,,,,,,,,,ARL17A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPL17,GALNT8,,,,,,,,,,CACNA1G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPS15,KCNA5,,,,,,,,,,SPAG9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CSNK1G2,GPR162,,,,,,,,,,USP32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MKNK2,C12orf57,,,,,,,,,,AC005972.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TIMM13,PTPRO,,,,,,,,,,TANC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EEF2,RECQL,,,,,,,,,,AC015923.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,STAP2,CMAS,,,,,,,,,,SMURF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MYDGF,DENND5B,,,,,,,,,,PITPNC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPL36,SYT10,,,,,,,,,,MGAT5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MICOS13,KIF21A,,,,,,,,,,AC016168.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ZNF558,ASB8,,,,,,,,,,MTCL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EIF3G,CCDC184,,,,,,,,,,RAB31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GADD45GIP1,AC011603.2,,,,,,,,,,ASXL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,C19orf53,SCN8A,,,,,,,,,,FHOD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NOTCH3,AC076968.2,,,,,,,,,,CELF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NR2F6,MYL6,,,,,,,,,,SETBP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FCHO1,R3HDM2,,,,,,,,,,RNF165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPL18A,B4GALNT1,,,,,,,,,,ST8SIA5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SSBP4,SRGAP1,,,,,,,,,,LIPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TMEM161A,AC020611.2,,,,,,,,,,MEX3C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,AC123912.1,RAB3IP,,,,,,,,,,NEDD4L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ZNF536,NAV3,,,,,,,,,,ZNF532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPS19,TMTC2,,,,,,,,,,LINC01896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NOP53,KITLG,,,,,,,,,,SALL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPL18,SOCS2,,,,,,,,,,ATCAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RUVBL2,ASCL1,,,,,,,,,,DAPK3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NOSIP,HCFC2,,,,,,,,,,ZNF491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BCL2L12,SLC41A2,,,,,,,,,,MAST1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PRMT1,SVOP,,,,,,,,,,EPS15L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MED25,FAM222A,,,,,,,,,,UNC13A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,C19orf81,VPS29,,,,,,,,,,NCAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPS9,HECTD4,,,,,,,,,,VSTM2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TTYH1,DTX1,,,,,,,,,,FXYD7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ISOC2,KSR2,,,,,,,,,,DLL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NAT14,WSB2,,,,,,,,,,TTC9B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ZNF580,TAOK3,,,,,,,,,,ATP1A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ZNF581,SRRM4,,,,,,,,,,RTN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ZSCAN5A,BICDL1,,,,,,,,,,NOVA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,AC008969.1,COX6A1,,,,,,,,,,MEIS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPS5,CLIP1,,,,,,,,,,PLA2G4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MZF1,DNAH10OS,,,,,,,,,,GRIN2D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MRPS26,MICU2,,,,,,,,,,CACNG7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,C20orf27,AMER2,,,,,,,,,,CACNG8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PLCB1,MTMR6,,,,,,,,,,NRSN2-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ID1,SLC46A3,,,,,,,,,,SCRT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PLTP,DCLK1,,,,,,,,,,CHGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TP53RK,SMAD9,,,,,,,,,,PAK5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CDH4,TRPC4,,,,,,,,,,XKR7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GATD3B,LHFPL6,,,,,,,,,,PPP1R16B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,YDJC,ENOX1,,,,,,,,,,MAFB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MIF,LRCH1,,,,,,,,,,ZHX3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,KIAA1671,DLEU2,,,,,,,,,,GDAP1L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GRK3,TRIM13,,,,,,,,,,RIMS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ZNRF3,KLF12,,,,,,,,,,CDH22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ZMAT5,MYCBP2,,,,,,,,,,PHACTR3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MPST,SLAIN1,,,,,,,,,,MYT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GCAT,SLITRK1,,,,,,,,,,AP001347.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EIF3L,AL162493.1,,,,,,,,,,HSPA13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPL3,DOCK9,,,,,,,,,,USP25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ST13,FAM155A,,,,,,,,,,MIR99AHG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LINC01315,SOX1-OT,,,,,,,,,,NCAM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SCUBE1,NDRG2,,,,,,,,,,ATP5PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MPPED1,ZFHX2,,,,,,,,,,GABPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,WNT7B,AKAP6,,,,,,,,,,APP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CELSR1,LRFN5,,,,,,,,,,AP001442.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GTPBP6,MDGA2,,,,,,,,,,LTN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,AC079142.1,L2HGDH,,,,,,,,,,USP16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ACOT9,ATL1,,,,,,,,,,CCT8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MIR222HG,GNG2,,,,,,,,,,BACH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LINC02595,TXNDC16,,,,,,,,,,SCAF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CDK16,GPR137C,,,,,,,,,,SYNJ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RPL36A,PELI2,,,,,,,,,,PAXBP1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,COL4A6,EXOC5,,,,,,,,,,PAXBP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CXorf40A,ACTR10,,,,,,,,,,IFNAR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,RTN1,,,,,,,,,,IFNAR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,SYT16,,,,,,,,,,IFNGR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,GPHN,,,,,,,,,,TMEM50B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,TTC9,,,,,,,,,,SON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,RPS6KL1,,,,,,,,,,DONSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,NRXN3,,,,,,,,,,CRYZL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,AC008056.2,,,,,,,,,,ITSN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,AC008056.1,,,,,,,,,,MRPS6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FLRT2,,,,,,,,,,LINC00310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FOXN3,,,,,,,,,,RCAN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,CHGA,,,,,,,,,,DOP1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,UNC79,,,,,,,,,,MORC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,C14orf132,,,,,,,,,,HLCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
